customer_id,store_id,first_name,last_name,email,address_id,activebool,create_date,last_update,active
524,1,Jared,Ely,jared.ely@sakilacustomer.org,530,TRUE,2006-02-14,49:45.7,1
401,2,Tony,Carranza,tony.carranza@sakilacustomer.org,406,TRUE,2006-02-14,49:45.7,1
402,1,Luis,Yanez,luis.yanez@sakilacustomer.org,407,TRUE,2006-02-14,49:45.7,1
403,1,Mike,Way,mike.way@sakilacustomer.org,408,TRUE,2006-02-14,49:45.7,1
404,2,Stanley,Scroggins,stanley.scroggins@sakilacustomer.org,409,TRUE,2006-02-14,49:45.7,1
405,1,Leonard,Schofield,leonard.schofield@sakilacustomer.org,410,TRUE,2006-02-14,49:45.7,1
406,1,Nathan,Runyon,nathan.runyon@sakilacustomer.org,411,TRUE,2006-02-14,49:45.7,0
407,1,Dale,Ratcliff,dale.ratcliff@sakilacustomer.org,412,TRUE,2006-02-14,49:45.7,1
408,1,Manuel,Murrell,manuel.murrell@sakilacustomer.org,413,TRUE,2006-02-14,49:45.7,1
409,2,Rodney,Moeller,rodney.moeller@sakilacustomer.org,414,TRUE,2006-02-14,49:45.7,1
410,2,Curtis,Irby,curtis.irby@sakilacustomer.org,415,TRUE,2006-02-14,49:45.7,1
411,1,Norman,Currier,norman.currier@sakilacustomer.org,416,TRUE,2006-02-14,49:45.7,1
412,2,Allen,Butterfield,allen.butterfield@sakilacustomer.org,417,TRUE,2006-02-14,49:45.7,1
413,2,Marvin,Yee,marvin.yee@sakilacustomer.org,418,TRUE,2006-02-14,49:45.7,1
414,1,Vincent,Ralston,vincent.ralston@sakilacustomer.org,419,TRUE,2006-02-14,49:45.7,1
415,1,Glenn,Pullen,glenn.pullen@sakilacustomer.org,420,TRUE,2006-02-14,49:45.7,1
416,2,Jeffery,Pinson,jeffery.pinson@sakilacustomer.org,421,TRUE,2006-02-14,49:45.7,1
417,1,Travis,Estep,travis.estep@sakilacustomer.org,422,TRUE,2006-02-14,49:45.7,1
418,2,Jeff,East,jeff.east@sakilacustomer.org,423,TRUE,2006-02-14,49:45.7,1
419,1,Chad,Carbone,chad.carbone@sakilacustomer.org,424,TRUE,2006-02-14,49:45.7,1
420,1,Jacob,Lance,jacob.lance@sakilacustomer.org,425,TRUE,2006-02-14,49:45.7,1
421,1,Lee,Hawks,lee.hawks@sakilacustomer.org,426,TRUE,2006-02-14,49:45.7,1
422,1,Melvin,Ellington,melvin.ellington@sakilacustomer.org,427,TRUE,2006-02-14,49:45.7,1
423,2,Alfred,Casillas,alfred.casillas@sakilacustomer.org,428,TRUE,2006-02-14,49:45.7,1
424,2,Kyle,Spurlock,kyle.spurlock@sakilacustomer.org,429,TRUE,2006-02-14,49:45.7,1
425,2,Francis,Sikes,francis.sikes@sakilacustomer.org,430,TRUE,2006-02-14,49:45.7,1
426,1,Bradley,Motley,bradley.motley@sakilacustomer.org,431,TRUE,2006-02-14,49:45.7,1
427,2,Jesus,Mccartney,jesus.mccartney@sakilacustomer.org,432,TRUE,2006-02-14,49:45.7,1
428,2,Herbert,Kruger,herbert.kruger@sakilacustomer.org,433,TRUE,2006-02-14,49:45.7,1
429,2,Frederick,Isbell,frederick.isbell@sakilacustomer.org,434,TRUE,2006-02-14,49:45.7,1
430,1,Ray,Houle,ray.houle@sakilacustomer.org,435,TRUE,2006-02-14,49:45.7,1
431,2,Joel,Francisco,joel.francisco@sakilacustomer.org,436,TRUE,2006-02-14,49:45.7,1
432,1,Edwin,Burk,edwin.burk@sakilacustomer.org,437,TRUE,2006-02-14,49:45.7,1
433,1,Don,Bone,don.bone@sakilacustomer.org,438,TRUE,2006-02-14,49:45.7,1
434,1,Eddie,Tomlin,eddie.tomlin@sakilacustomer.org,439,TRUE,2006-02-14,49:45.7,1
435,2,Ricky,Shelby,ricky.shelby@sakilacustomer.org,440,TRUE,2006-02-14,49:45.7,1
436,1,Troy,Quigley,troy.quigley@sakilacustomer.org,441,TRUE,2006-02-14,49:45.7,1
437,2,Randall,Neumann,randall.neumann@sakilacustomer.org,442,TRUE,2006-02-14,49:45.7,1
438,1,Barry,Lovelace,barry.lovelace@sakilacustomer.org,443,TRUE,2006-02-14,49:45.7,1
439,2,Alexander,Fennell,alexander.fennell@sakilacustomer.org,444,TRUE,2006-02-14,49:45.7,1
440,1,Bernard,Colby,bernard.colby@sakilacustomer.org,445,TRUE,2006-02-14,49:45.7,1
441,1,Mario,Cheatham,mario.cheatham@sakilacustomer.org,446,TRUE,2006-02-14,49:45.7,1
442,1,Leroy,Bustamante,leroy.bustamante@sakilacustomer.org,447,TRUE,2006-02-14,49:45.7,1
443,2,Francisco,Skidmore,francisco.skidmore@sakilacustomer.org,448,TRUE,2006-02-14,49:45.7,1
444,2,Marcus,Hidalgo,marcus.hidalgo@sakilacustomer.org,449,TRUE,2006-02-14,49:45.7,1
445,1,Micheal,Forman,micheal.forman@sakilacustomer.org,450,TRUE,2006-02-14,49:45.7,1
446,2,Theodore,Culp,theodore.culp@sakilacustomer.org,451,TRUE,2006-02-14,49:45.7,0
447,1,Clifford,Bowens,clifford.bowens@sakilacustomer.org,452,TRUE,2006-02-14,49:45.7,1
448,1,Miguel,Betancourt,miguel.betancourt@sakilacustomer.org,453,TRUE,2006-02-14,49:45.7,1
449,2,Oscar,Aquino,oscar.aquino@sakilacustomer.org,454,TRUE,2006-02-14,49:45.7,1
450,1,Jay,Robb,jay.robb@sakilacustomer.org,455,TRUE,2006-02-14,49:45.7,1
451,1,Jim,Rea,jim.rea@sakilacustomer.org,456,TRUE,2006-02-14,49:45.7,1
452,1,Tom,Milner,tom.milner@sakilacustomer.org,457,TRUE,2006-02-14,49:45.7,1
453,1,Calvin,Martel,calvin.martel@sakilacustomer.org,458,TRUE,2006-02-14,49:45.7,1
454,2,Alex,Gresham,alex.gresham@sakilacustomer.org,459,TRUE,2006-02-14,49:45.7,1
455,2,Jon,Wiles,jon.wiles@sakilacustomer.org,460,TRUE,2006-02-14,49:45.7,1
456,2,Ronnie,Ricketts,ronnie.ricketts@sakilacustomer.org,461,TRUE,2006-02-14,49:45.7,1
457,2,Bill,Gavin,bill.gavin@sakilacustomer.org,462,TRUE,2006-02-14,49:45.7,1
458,1,Lloyd,Dowd,lloyd.dowd@sakilacustomer.org,463,TRUE,2006-02-14,49:45.7,1
459,1,Tommy,Collazo,tommy.collazo@sakilacustomer.org,464,TRUE,2006-02-14,49:45.7,1
460,1,Leon,Bostic,leon.bostic@sakilacustomer.org,465,TRUE,2006-02-14,49:45.7,1
461,1,Derek,Blakely,derek.blakely@sakilacustomer.org,466,TRUE,2006-02-14,49:45.7,1
462,2,Warren,Sherrod,warren.sherrod@sakilacustomer.org,467,TRUE,2006-02-14,49:45.7,1
463,2,Darrell,Power,darrell.power@sakilacustomer.org,468,TRUE,2006-02-14,49:45.7,1
464,1,Jerome,Kenyon,jerome.kenyon@sakilacustomer.org,469,TRUE,2006-02-14,49:45.7,1
465,1,Floyd,Gandy,floyd.gandy@sakilacustomer.org,470,TRUE,2006-02-14,49:45.7,1
466,1,Leo,Ebert,leo.ebert@sakilacustomer.org,471,TRUE,2006-02-14,49:45.7,1
467,2,Alvin,Deloach,alvin.deloach@sakilacustomer.org,472,TRUE,2006-02-14,49:45.7,1
468,1,Tim,Cary,tim.cary@sakilacustomer.org,473,TRUE,2006-02-14,49:45.7,1
469,2,Wesley,Bull,wesley.bull@sakilacustomer.org,474,TRUE,2006-02-14,49:45.7,1
470,1,Gordon,Allard,gordon.allard@sakilacustomer.org,475,TRUE,2006-02-14,49:45.7,1
471,1,Dean,Sauer,dean.sauer@sakilacustomer.org,476,TRUE,2006-02-14,49:45.7,1
472,1,Greg,Robins,greg.robins@sakilacustomer.org,477,TRUE,2006-02-14,49:45.7,1
473,2,Jorge,Olivares,jorge.olivares@sakilacustomer.org,478,TRUE,2006-02-14,49:45.7,1
474,2,Dustin,Gillette,dustin.gillette@sakilacustomer.org,479,TRUE,2006-02-14,49:45.7,1
475,2,Pedro,Chestnut,pedro.chestnut@sakilacustomer.org,480,TRUE,2006-02-14,49:45.7,1
476,1,Derrick,Bourque,derrick.bourque@sakilacustomer.org,481,TRUE,2006-02-14,49:45.7,1
477,1,Dan,Paine,dan.paine@sakilacustomer.org,482,TRUE,2006-02-14,49:45.7,1
478,1,Lewis,Lyman,lewis.lyman@sakilacustomer.org,483,TRUE,2006-02-14,49:45.7,1
479,1,Zachary,Hite,zachary.hite@sakilacustomer.org,484,TRUE,2006-02-14,49:45.7,1
480,1,Corey,Hauser,corey.hauser@sakilacustomer.org,485,TRUE,2006-02-14,49:45.7,1
481,1,Herman,Devore,herman.devore@sakilacustomer.org,486,TRUE,2006-02-14,49:45.7,1
482,1,Maurice,Crawley,maurice.crawley@sakilacustomer.org,487,TRUE,2006-02-14,49:45.7,0
483,2,Vernon,Chapa,vernon.chapa@sakilacustomer.org,488,TRUE,2006-02-14,49:45.7,1
484,1,Roberto,Vu,roberto.vu@sakilacustomer.org,489,TRUE,2006-02-14,49:45.7,1
485,1,Clyde,Tobias,clyde.tobias@sakilacustomer.org,490,TRUE,2006-02-14,49:45.7,1
486,1,Glen,Talbert,glen.talbert@sakilacustomer.org,491,TRUE,2006-02-14,49:45.7,1
487,2,Hector,Poindexter,hector.poindexter@sakilacustomer.org,492,TRUE,2006-02-14,49:45.7,1
488,2,Shane,Millard,shane.millard@sakilacustomer.org,493,TRUE,2006-02-14,49:45.7,1
489,1,Ricardo,Meador,ricardo.meador@sakilacustomer.org,494,TRUE,2006-02-14,49:45.7,1
490,1,Sam,Mcduffie,sam.mcduffie@sakilacustomer.org,495,TRUE,2006-02-14,49:45.7,1
491,2,Rick,Mattox,rick.mattox@sakilacustomer.org,496,TRUE,2006-02-14,49:45.7,1
492,2,Lester,Kraus,lester.kraus@sakilacustomer.org,497,TRUE,2006-02-14,49:45.7,1
493,1,Brent,Harkins,brent.harkins@sakilacustomer.org,498,TRUE,2006-02-14,49:45.7,1
494,2,Ramon,Choate,ramon.choate@sakilacustomer.org,499,TRUE,2006-02-14,49:45.7,1
495,2,Charlie,Bess,charlie.bess@sakilacustomer.org,500,TRUE,2006-02-14,49:45.7,1
496,2,Tyler,Wren,tyler.wren@sakilacustomer.org,501,TRUE,2006-02-14,49:45.7,1
497,2,Gilbert,Sledge,gilbert.sledge@sakilacustomer.org,502,TRUE,2006-02-14,49:45.7,1
498,1,Gene,Sanborn,gene.sanborn@sakilacustomer.org,503,TRUE,2006-02-14,49:45.7,1
499,2,Marc,Outlaw,marc.outlaw@sakilacustomer.org,504,TRUE,2006-02-14,49:45.7,1
500,1,Reginald,Kinder,reginald.kinder@sakilacustomer.org,505,TRUE,2006-02-14,49:45.7,1
501,1,Ruben,Geary,ruben.geary@sakilacustomer.org,506,TRUE,2006-02-14,49:45.7,1
